Word,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
one,3,19.63987579,19.776109,417,14.17,14.45,16.21,3.754e-09,0.13623320999999,19,17,0,5.836428347,6.39590437851401,5.90770366193977
of,3,19.80749479,19.859918,418,16.21,14.17,16.96,3.8507e-09,0.0524232099999935,20,17,0,2.427708237,3.25481575486046,2.12046724875856
the,3,19.89130379,19.955701,419,16.96,16.21,8.02,4.0647e-09,0.0643972099999779,21,17,0,0.432076543,1.56744434734862,4.36085390267828
shelves,3,19.98708679,20.422639,420,8.02,16.96,14.79,3.6886e-09,0.435552209999976,22,17,1,3.690163824,3.28977279012867,4.36314010018398
as,3,20.45402479,20.494476,421,14.79,8.02,13.1,0.0048712,0.0404512099999934,23,17,0,1.966677768,2.64329500039717,2.15814246824641
she,3,20.52586179,20.698014,422,13.1,14.79,10.32,0.0016884,0.17215221,24,17,0,2.23092386,2.30307034170496,1.17405319653139
passed,3,20.72939979,21.356517,423,10.32,13.1,15.37,0.0046744,0.627117209999998,25,17,1,1.219911654,1.32462130554104,1.88042910653719
it,3,21.66327679,21.776512,424,15.37,10.32,14.56,8.836e-05,0.113235209999996,26,17,0,3.521044465,4.27670545949568,2.01578228463633
was,3,21.80789779,21.975639,425,14.56,15.37,7.84,0.00078336,0.167741209999974,27,17,0,2.782802419,2.39900717690815,1.57726676136817
labelled,3,22.00702479,22.540579,426,7.84,14.56,9.51,0.013553,0.533554209999981,28,17,1,3.654884948,4.00658909678807,4.49715709363155
orange,3,22.57196479,23.081109,427,9.51,7.84,5.46,0.0049817,0.509144209999999,29,17,1,8.125270024,5.61561309521176,2.84282720027752
marmalade,3,23.11249479,23.822912,428,5.46,9.51,14.57,0.00077979,0.710417209999974,30,17,1,4.059163597,3.2468687042292,3.64482553561567
but,3,24.33320879,24.433524,429,14.57,5.46,16.35,0.0019241,0.100315209999977,1,18,0,3.383915273,4.1028665353465,8.45039486359819
to,3,24.46490979,24.517333,430,16.35,14.57,13.3,0.00064713,0.0524232099999793,2,18,0,6.213533624,6.10600750609465,4.14580707203625
her,3,24.54871879,24.661007,431,13.3,16.35,12.47,0.008397,0.112288209999985,3,18,0,2.451038138,6.79608532314977,7.76385588702436
great,3,24.69239279,25.013288,432,12.47,13.3,7.72,0.0029862,0.320895209999989,4,18,0,1.586406693,3.37318582536114,4.34318768873943
disappointment,3,25.04467379,25.750531,433,7.72,12.47,15.37,0.00024316,0.705857209999994,5,18,1,0.601837035,0.82441456907991,3.74184906915884
it,3,25.78191679,25.873246,434,15.37,7.72,14.56,6.8635e-05,0.0913292099999943,6,18,0,3.771517843,3.9009731989409,1.68877937217195
was,3,25.90463179,26.073796,435,14.56,15.37,9.87,0.0012292,0.169164209999987,7,18,0,1.107378018,1.20796731408365,1.8763534064515
empty,3,26.10518179,26.56468,436,9.87,14.56,13.1,0.0011824,0.459498209999982,8,18,1,5.069926658,5.32996605873283,5.19308138619317
she,3,27.24259679,27.390803,437,13.1,9.87,12.85,0.0005479,0.148206209999977,9,18,0,3.07673326,4.34710337219994,1.93213425205686
did,3,27.42218879,27.546449,438,12.85,13.1,14.77,0.00043383,0.124260209999996,10,18,0,1.650536515,2.06596184668181,1.63402894454137
not,3,27.57783479,27.738178,439,14.77,12.85,13.87,0.00015878,0.160343209999976,11,18,0,2.449772483,2.425235648914,4.01315854677962
like,3,27.76956379,27.905633,440,13.87,14.77,16.35,0.013993,0.136069209999995,12,18,1,3.319243977,3.15922396534552,2.59375063711316
to,3,27.93701879,28.001415,441,16.35,13.87,10.76,0.0085925,0.0643962099999804,13,18,0,3.575424428,4.10360271096969,4.93540025822316
drop,3,28.03280079,28.32468,442,10.76,16.35,16.96,0.00011125,0.291879209999973,14,18,1,0.730794284,0.856783555786338,2.54674777025439
the,3,28.35606579,28.420463,443,16.96,10.76,7.99,3.4738e-05,0.064397209999985,15,18,0,2.592977481,2.45388096606365,4.47601545661289
jar,3,28.45184879,28.671891,444,7.99,16.96,15.42,0.0082082,0.220042209999988,16,18,1,0.724266695,0.969056429484223,4.27530405244267
for,3,28.70327679,28.83951,445,15.42,7.99,10.45,0.0046493,0.13623320999999,1,19,0,1.877723178,1.99090168363783,2.16363333356255
fear,3,28.87089579,29.13883,446,10.45,15.42,16.21,0.00055099,0.267934209999986,2,19,1,3.312879163,3.36548018309618,3.75508469723604
of,3,29.17021579,29.210667,447,16.21,10.45,10.06,0.0040297,0.0404512099999721,3,19,0,2.279427332,2.1178932672931,2.16005707500281
killing,3,29.24205279,29.581823,448,10.06,16.21,10.42,0.00010007,0.339770209999987,4,19,1,4.029100148,4.60096045314544,3.77227539541445
somebody,3,29.61320879,30.16849,449,10.42,10.06,8.56,0.0005745,0.55528120999999,5,19,0,4.642029101,4.10210026048446,3.86819651764389
so,3,30.41538579,30.548365,451,14.05,8.56,13.1,0.00095075,0.132979209999991,6,19,0,5.451483319,4.27547084116058,3.12968370219968
she,3,30.57975079,30.719238,452,13.1,14.05,10.01,4.6153e-07,0.139487209999992,7,19,NaN,0,0,0
managed,3,30.75062379,31.174204,453,10.01,13.1,16.35,2.7095e-07,0.423580209999976,8,19,1,6.135268999,5.34038110618111,2.93658793077065
to,3,31.20558979,31.258014,454,16.35,10.01,12.32,0.0030462,0.0524242099999732,9,19,0,2.460874367,3.98203135656483,5.06456142399673
put,3,31.28939979,31.45053,455,12.32,16.35,15.37,0.00024222,0.161130209999985,10,19,1,1.096601683,0.759178663908584,2.49526488876168
it,3,31.48191579,31.574984,456,15.37,12.32,13.24,0.015208,0.093068210000002,11,19,0,2.653519621,2.36692945965802,1.91339587618381
into,3,31.60636979,31.916517,457,13.24,15.37,14.17,0.00038294,0.31014721,12,19,0,3.449423695,4.05308748025161,2.29826745063084
one,3,31.94790279,32.081058,458,14.17,13.24,16.21,0.0038158,0.133155209999984,13,19,1,4.916520019,6.34091135112329,5.90408767724514
of,3,32.11244379,32.179918,459,16.21,14.17,16.96,6.1631e-05,0.0674742099999861,14,19,0,2.427708237,3.26091259679607,2.16030881427644
the,3,32.21130379,32.270445,460,16.96,16.21,4.96,0.0032575,0.0591412099999928,15,19,0,0.432076543,1.53396378685844,4.31300791440034
cupboards,3,32.30183079,32.778558,461,4.96,16.96,14.79,0.0033788,0.476727209999979,16,19,1,3.690163824,3.29106815022946,4.34545758685345
as,3,32.80994379,32.862367,462,14.79,4.96,13.1,0.00073385,0.0524232099999793,17,19,0,1.966677768,2.60807473579157,2.1603664734404
she,3,32.89375279,33.065905,463,13.1,14.79,9.73,0.0016835,0.172152209999986,18,19,0,2.23092386,2.29788414290517,1.16489403659122
fell,3,33.09729079,33.281415,464,9.73,13.1,11.4,0.0009721,0.184124209999979,19,19,1,1.219911654,1.3236410494087,1.88712728968283
past,3,33.31280079,33.712152,465,11.4,9.73,15.37,7.6471e-06,0.399351209999978,20,19,0,3.166598059,3.24800917229387,3.88662015053819
it,3,33.74353779,33.856109,466,15.37,11.4,13.22,5.8254e-07,0.112571209999977,21,19,0,2.633710964,2.32764215284167,1.23898377585371
Well,3,35.74327679,36.286585,467,13.22,15.37,12.07,2.6653e-06,0.543308209999971,1,20,1,3.519682474,3.5763584109902,2.84172527628075
thought,3,36.53985379,36.666068,468,12.07,13.22,8.65,0.011199,0.126214209999993,2,20,1,3.519682474,3.92344396948701,2.29235767566656
Alice,3,36.69745379,37.088762,469,8.65,12.07,16.35,1.0845e-05,0.391308209999977,3,20,1,1.478766257,3.6303224669683,4.0546802045898
to,3,37.12014779,37.221244,470,16.35,8.65,9.88,0.0049814,0.101096209999987,4,20,0,4.808789891,5.15795592717202,3.34326987188949
herself,3,37.25262979,37.735293,471,9.88,16.35,12.93,0.0066883,0.482663209999984,5,20,0,1.416480105,3.01088808793463,2.76281477649257
after,3,37.91008579,38.221762,472,12.93,9.88,12.82,0.0045501,0.311676209999987,6,20,1,1.985675875,4.41071420563065,2.15017743808494
such,3,38.25314779,38.493398,473,12.82,12.93,16.18,0.00027327,0.240250209999985,7,20,1,6.51403524,7.76403438529714,5.45204055547453
a,3,38.52478379,38.549442,474,16.18,12.82,10.74,1.8519e-07,0.0246582099999983,8,20,0,0.399993362,1.60099935938657,4.7428688446604
fall,3,38.58082779,38.82307,475,10.74,16.18,14.79,5.2555e-07,0.242242209999972,9,20,1,1.063727883,1.14288916658015,4.18054231352078
as,3,38.85445579,39.028354,476,14.79,10.74,14.99,3.4896e-07,0.173898209999976,10,20,0,1.877723178,1.9698086433845,2.11401239094965
this,3,39.05973979,39.313313,477,14.99,14.79,15.79,4.6856e-07,0.253573209999992,11,20,0,1.551038125,1.47939402354417,4.19716251419242
I,3,39.34469879,39.375565,478,15.79,14.99,11,1.1204e-06,0.0308662099999921,12,20,0,6.938079361,7.16862185551258,1.45118805012966
shall,3,39.40695079,39.579102,479,11,15.79,13.39,3.2925e-06,0.172151209999974,13,20,0,2.50452118,3.23031436809867,4.67916310518684
think,3,39.61048779,39.794612,480,13.39,11,11.99,8.206e-05,0.184124209999972,14,20,1,0.778503815,0.82249786587311,3.26490826630683
nothing,3,39.88586179,40.441143,481,11.99,13.39,16.21,0.0021367,0.555281209999983,15,20,1,4.393748195,5.69662617988841,3.50238671135342
of,3,40.47252879,40.524952,482,16.21,11.99,6.31,0.003501,0.0524232099999864,16,20,0,1.693322949,1.99186390971887,2.13211385814048
tumbling,3,40.55633779,40.991891,483,6.31,16.21,12.59,0.011276,0.435553209999981,17,20,1,4.029100148,4.83533439335014,3.90193567020372
down,3,41.02327679,41.24332,484,12.59,6.31,8.63,0.0091591,0.220043209999986,18,20,0,3.975451009,5.45827630949501,6.77154981589779
stairs,3,41.27470579,42.009578,485,8.63,12.59,13.52,0.010431,0.734872209999978,19,20,1,7.05916364,5.86645036207381,4.72867741620945
How,3,42.67552179,42.973611,486,13.52,8.63,8.62,0.010418,0.298089209999979,20,20,0,4.647078431,5.95478429956719,3.72777224226584
brave,3,43.00499679,43.470259,487,8.62,13.52,14.3,0.0013785,0.465262209999999,21,20,1,3.438859964,5.56494377606122,3.77942035058871
they,3,43.52558979,43.631851,488,14.3,8.62,14.35,0.0031125,0.106261209999985,22,20,0,0.664408872,3.76970509000934,2.50231686339111
ll,3,43.66323679,43.736447,489,14.35,14.3,14.35,0.0078137,0.0732102099999992,23,20,0,2.022506092,2.84052539877412,4.06576583047904
all,3,43.76783279,43.925225,490,14.35,14.35,13.39,0.00014115,0.157392209999983,24,20,0,1.65297481,2.55737318625648,4.32139920535421
think,3,43.95661079,44.224544,491,13.39,14.35,14.08,0.0026991,0.267933209999981,25,20,1,0.438650639,1.55366194382712,2.53685277641792
me,3,44.25592979,44.344272,492,14.08,13.39,14.5,0.0042142,0.0883422099999862,26,20,0,2.420157494,2.52789150702632,1.92037378761081
at,3,44.37565779,44.482822,493,14.5,14.08,12.16,0.014602,0.107164210000001,27,20,0,3.449423695,4.29788052484134,2.34479157485022
home,3,44.51420779,44.835156,494,12.16,14.5,12.8,0.0043352,0.320948209999983,28,20,1,4.916520019,4.42040305626481,4.04811470894324
Why,3,45.42502979,45.695204,495,12.8,12.16,15.79,0.0039353,0.270174209999986,29,20,0,4.647078431,5.72148172672791,3.72777224226584
I,3,45.72658979,45.781007,496,15.79,12.8,14.06,0.0029195,0.0544172099999898,30,20,0,1.500249166,1.72778919512285,1.59879507111107
would,3,45.81239279,45.970963,497,14.06,15.79,14.77,0.0015144,0.158570209999986,31,20,0,3.630800969,3.01224222191626,3.94283583022451
nt,3,46.00234879,46.080327,498,14.77,14.06,12.79,0.0046551,0.0779782099999835,32,20,0,1.65297481,2.597193315566,4.08638685188191
say,3,46.11171279,46.295837,499,12.79,14.77,12.28,0.00048088,0.184124209999979,33,20,0,0.438650639,1.43569332648968,2.97575790295077
anything,3,46.32722279,46.781647,500,12.28,12.79,14.08,3.1971e-05,0.454424209999992,34,20,0,4.864930476,5.0789322662071,3.34878014215049
about,3,46.81303279,47.07236,501,14.08,12.28,15.37,7.0276e-06,0.259327209999974,35,20,0,1.693322949,1.87227085191716,2.35406625074691
it,3,47.10374579,47.217376,502,15.37,14.08,13.1,0.0028388,0.113630209999975,36,20,0,2.421403217,2.13722581437256,1.86800617107792
even,3,47.24876179,47.495505,503,13.1,15.37,14.65,0.0012821,0.246743209999977,1,21,0,4.214430516,4.18275725488004,2.38421208890891
if,3,47.52689079,47.648762,504,14.65,13.1,15.79,0.015838,0.121871209999973,2,21,0,4.017739154,3.28818471406633,4.03357102125837
I,3,47.68014779,47.792435,505,15.79,14.65,9.73,0.0010475,0.112287209999984,3,21,0,1.66344885,1.69837325776884,2.32691195634913
fell,3,47.82382079,48.044867,506,9.73,15.79,12.65,0.026726,0.221046209999983,4,21,1,1.219911654,1.6065809437969,1.49293439534002
off,3,48.07625279,48.223456,507,12.65,9.73,16.96,0.017065,0.147203210000001,5,21,0,3.917915214,4.05651328352373,6.76623119123492
the,3,48.25484179,48.334901,508,16.96,12.65,11.67,0.005761,0.0800592099999733,6,21,0,2.798455344,3.25422990936577,4.54461593685999
top,3,48.36628679,48.630531,509,11.67,16.96,16.21,0.023969,0.264244209999994,7,21,1,0.779051933,1.20446446709412,4.43794690391697
of,3,48.66191679,48.71434,510,16.21,11.67,16.96,0.013894,0.0524232099999935,8,21,0,1.877723178,1.8739968232128,2.14330858998867
the,3,48.74572579,48.837728,511,16.96,16.21,11.55,0.0015072,0.0920022099999969,9,21,0,1.551038125,1.4851399555869,4.349404515699
house,3,48.86911379,49.41563,512,11.55,16.96,13.8,0.0015688,0.546516209999993,10,21,1,0.824339779,0.855207851919107,3.55339100386933
Which,3,50.01484179,50.211737,513,13.8,11.55,14.56,0.0098326,0.196895210000001,11,21,0,6.969006512,7.50567869143112,4.46957453143872
was,3,50.24312279,50.390531,514,14.56,13.8,13.28,0.014386,0.14740820999998,12,21,0,1.74659671,2.17272746609386,2.14114472378599
very,3,50.42191679,50.652878,515,13.28,14.56,11.18,0.021373,0.23096120999999,13,21,1,3.252981477,2.88730883366988,4.86612243840096
likely,3,50.68426379,51.05536,516,11.18,13.28,0,0.016459,0.371096209999976,14,21,1,2.471248748,2.63770064690052,3.20196099541276
true,3,51.08674579,51.432163,517,0,11.18,12.59,0.0020305,0.345417209999972,15,21,1,3.824170404,3.72142844207046,4.83127547292869
Down,3,52.75661079,53.730939,518,12.59,0,12.59,2.0491e-06,0.974328209999975,1,22,0,3.875029123,4.11249519227806,2.93778169751202
down,3,53.76232479,54.604952,519,12.59,12.59,12.59,0.0013283,0.842627209999996,2,22,0,2.547932137,3.06408143875577,2.76306120359491
down,3,54.89973979,55.462511,520,12.59,12.59,14.06,0.0068535,0.56277120999998,3,22,0,6.005315171,5.77689362954808,2.60953224210589
Would,3,55.98926379,56.058408,521,14.06,12.59,16.96,7.792e-05,0.0691442099999833,4,22,0,7.862073661,7.47334653442436,4.90104059388277
the,3,56.08979379,56.125505,522,16.96,14.06,10.74,0.0046525,0.0357112099999739,5,22,0,3.866524987,4.52384837387892,5.04830196607607
fall,3,56.15689079,56.400871,523,10.74,16.96,12.62,0.0022852,0.243980209999997,6,22,1,0.795419073,1.65166794417941,4.80524390862289
never,3,56.43225679,56.977888,524,12.62,10.74,12.35,0.0048001,0.545631209999982,7,22,1,5.918147778,5.67582664985916,4.44430463589019
come,3,57.00927379,57.250939,525,12.35,12.62,16.35,0.0017674,0.241665209999987,8,22,1,6.966083215,6.03452861603809,2.85731230585221
to,3,57.28232479,57.420111,526,16.35,12.35,14.27,3.1751e-07,0.137786209999994,9,22,0,5.059163611,4.66008110276966,3.99401798094801
an,3,57.45149679,57.565128,527,14.27,16.35,12.33,2.324e-07,0.113631209999987,10,22,0,4.966083186,3.37808926397614,4.7618283433905
end,3,57.59651379,57.897469,528,12.33,14.27,15.79,1.577e-07,0.300955209999969,11,22,1,0.738408143,1.26648113644886,4.30845109882028
I,3,58.81484179,58.959574,529,15.79,12.33,10.86,0.0095794,0.144732209999972,12,22,0,2.088240405,2.17688693514467,0.720338114973816
wonder,3,58.99095979,59.394068,530,10.86,15.79,13.52,0.016832,0.403108209999978,13,22,0,1.628449015,2.0990866324743,2.27220103075391
how,3,59.42545379,59.687501,531,13.52,10.86,13.07,0.015379,0.262047209999999,14,22,0,6.335348728,6.70868010558558,6.91327234462415
many,3,59.71888679,59.908898,532,13.07,13.52,10.48,0.021055,0.190011209999994,15,22,1,3.64415512,4.92715803308039,3.76129815230554
miles,3,59.94028379,60.424371,533,10.48,13.07,15.79,0.014889,0.484087209999977,16,22,1,3.891605544,3.63059565338323,4.52576716916138
I,3,60.45575679,60.535163,534,15.79,10.48,14.92,0.0014991,0.0794062099999806,17,22,0,3.726339621,3.65045517806379,2.92736217752757
ve,3,60.56654879,60.615293,535,14.92,15.79,9.87,6.166e-05,0.0487442099999811,18,22,0,1.548932022,2.44025063426804,2.60735606101067
fallen,3,60.64667879,61.022367,536,9.87,14.92,14.4,0.0052772,0.375688209999971,19,22,1,3.598378951,4.41240565558726,3.77909511119733
by,3,61.05375279,61.237878,537,14.4,9.87,14.99,0.0058902,0.184125209999998,20,22,0,2.808799828,2.56577730238069,4.25705726488743
this,3,61.26926379,61.560008,538,14.99,14.4,13.58,0.0011037,0.290744209999986,21,22,0,1.393761439,1.23925247971089,4.41786686938108
time,3,61.59139379,61.965839,539,13.58,14.99,13.1,4.5541e-06,0.37444520999999,22,22,1,0.824339779,0.847652126329502,4.7443578820216
she,3,62.07143979,62.231619,540,13.1,13.58,12.77,0.016164,0.160179209999995,23,22,0,2.088240405,2.22439974996443,0.720338114973816
said,3,62.26300479,62.506993,541,12.77,13.1,7.15,0.013857,0.243988209999998,24,22,1,1.76246556,1.30034478853406,1.35762116328338
aloud,3,62.53837879,62.949986,542,7.15,12.77,15.79,0.0034539,0.411607209999993,25,22,1,2.449772483,2.11689723942458,5.13587439905927
must,4,0.398385787,0.720281999999969,544,12.63,15.79,14.95,4.245e-09,0.321896212999969,1,23,0,2.392818026,2.78612883278029,3.98889274261163
be,4,0.689427631,0.871791999999971,545,14.95,12.63,11.99,3.857e-09,0.182364368999971,2,23,0,0.778503815,0.701418700602028,4.31637611673859
getting,4,0.840937631,1.15720399999998,546,11.99,14.95,10.71,3.9596e-09,0.316266368999979,3,23,1,4.741686943,5.15556896569175,5.44558297720118
somewhere,4,1.126349631,1.57374599999997,547,10.71,11.99,11.27,3.6459e-09,0.447396368999971,4,23,0,4.228648368,3.63729622424598,4.53347329274111
near,4,1.542891631,1.80373399999999,548,11.27,10.71,16.96,3.8595e-09,0.260842368999991,5,23,0,1.952532998,2.60106977841233,2.98229552597458
the,4,1.772879631,1.87557099999998,549,16.96,11.27,11.38,3.9486e-09,0.10269136899998,6,23,0,1.5749095,1.41710703819228,4.16872019785949
center,4,1.844716631,2.28264599999997,550,11.38,16.96,16.21,3.9621e-09,0.437929368999971,7,23,1,0.824339779,0.779197859584507,4.65745792023512
of,4,2.251791631,2.37842799999999,551,16.21,11.38,16.96,3.7282e-09,0.126636368999985,8,23,0,1.877723178,2.09352526826984,2.12276747952608
the,4,2.347573631,2.51605199999997,552,16.96,16.21,11.03,3.3799e-09,0.168478368999974,9,23,0,1.551038125,1.53993688147396,4.860254947107
earth,4,2.485197631,2.77352999999999,553,11.03,16.96,13.87,3.6062e-09,0.288332368999994,10,23,1,0.824339779,0.839520120362548,4.25568810464026
Let,4,3.125805631,3.38414299999997,554,13.87,11.03,14.08,3.6181e-09,0.258337368999966,1,24,1,3.519682474,3.55595466620526,2.84172527628075
me,4,3.353288631,3.50386999999998,555,14.08,13.87,13.27,4.3041e-09,0.150581368999978,2,24,0,2.196993687,2.29857649514694,2.38605694967919
see,4,3.473015631,3.83910899999998,556,13.27,14.08,15.48,3.9997e-09,0.366093368999979,3,24,1,4.165631392,2.59345610273253,2.85988444214787
that,4,3.808254631,4.02168899999998,557,15.48,13.27,14.06,3.6653e-09,0.213434368999981,4,24,0,3.598378951,3.51134037916648,5.03298678879995
would,4,3.990834631,4.18631899999997,558,14.06,15.48,14.95,3.3943e-09,0.195484368999969,5,24,0,6.67388642,9.03709181940879,4.08197189235343
be,4,4.155464631,4.66303999999997,559,14.95,14.06,11.35,4.3054e-09,0.507575368999967,6,24,0,0.323371429,1.17711468962676,3.75435514841081
four,4,4.632185631,5.10822399999998,560,11.35,14.95,9.7,3.5184e-09,0.476038368999979,7,24,1,6.995083647,6.50863129962988,4.79836182132544
thousand,4,5.077369631,5.49135299999998,561,9.7,11.35,10.48,3.518e-09,0.413983368999975,8,24,1,4.518619472,6.77353961015208,5.769443818132
miles,4,5.460498631,5.93434699999997,562,10.48,9.7,12.59,4.5029e-09,0.473848368999974,9,24,1,2.059176856,3.7834958155502,5.42807583355377
down,4,5.903492631,6.29352999999998,563,12.59,10.48,15.79,3.7738e-09,0.390037368999976,10,24,0,2.908334759,3.75355192526737,3.071785025322
I,4,6.262675631,6.37733999999998,564,15.79,12.59,13.39,3.8992e-09,0.114664368999976,11,24,0,3.438461333,3.91023025755485,2.60477855262834
think,4,6.346485631,6.79638699999998,565,13.39,15.79,15.42,3.7295e-09,0.449901368999981,12,24,1,2.179779455,2.27564729024963,2.40708475655544
for,4,7.172607631,7.28413799999998,566,15.42,13.39,15.43,4.1196e-09,0.111530368999984,13,24,0,4.276450914,3.72130380171859,3.01742220889229
you,4,7.253283631,7.41941399999999,567,15.43,15.42,13.27,3.5438e-09,0.166130368999989,14,24,0,1.723907941,1.86631043792968,2.12338263024496
see,4,7.388559631,7.73026499999997,568,13.27,15.43,8.65,3.9292e-09,0.341705368999975,15,24,1,3.214437146,2.96995835328372,2.50837915865061
Alice,4,7.699410631,8.12536699999998,569,8.65,13.27,13.53,3.8452e-09,0.425956368999983,16,24,1,5.112945627,4.9286366734369,3.42707997503907
had,4,8.094512631,8.28101299999997,570,13.53,8.65,8.86,3.567e-09,0.186500368999972,17,24,0,3.813606672,2.39385397880093,1.41733322604184
learnt,4,8.250158631,8.49652299999997,571,8.86,13.53,12.05,3.8338e-09,0.246364368999968,18,24,1,4.553665813,4.64433776961273,4.18364120153118
several,4,8.465668631,8.89162599999997,572,12.05,8.86,12.48,3.8853e-09,0.425957368999974,19,24,1,5.861508904,4.83807177443227,4.94890332975105
things,4,8.860771631,9.25080899999998,573,12.48,12.05,16.21,3.7586e-09,0.390037368999975,20,24,1,1.965342353,3.69908655675916,4.91376651988223
of,4,9.219954631,9.37053699999998,574,16.21,12.48,14.99,3.651e-09,0.150582368999984,21,24,0,2.141374645,2.16888930905633,2.26295663439985
this,4,9.339682631,9.59801999999999,575,14.99,16.21,11.28,3.6827e-09,0.258337368999991,22,24,0,1.565345669,1.50954750790419,4.95029071437473
sort,4,9.567165631,9.82550299999997,576,11.28,14.99,15.9,4.2374e-09,0.258337368999969,23,24,1,0.824339779,0.857324724484575,4.37103072652533
in,4,9.794648631,9.95720399999999,577,15.9,11.28,13.3,3.361e-09,0.162555368999991,24,24,0,1.877723178,2.10656938031742,2.11757925348544
her,4,9.926349631,10.11285,578,13.3,15.9,12.24,3.9203e-09,0.18650036899998,25,24,0,3.588512825,3.60960225902208,7.86737426039623
lessons,4,10.08199563,10.541302,579,12.24,13.3,15.9,3.6092e-09,0.459306369999974,26,24,1,2.040122276,2.61882198961781,4.50073203188294
in,4,10.51044763,10.639653,580,15.9,12.24,16.96,3.5463e-09,0.129205369999982,27,24,0,2.771962967,2.62872761955159,2.13642666795554
the,4,10.60879863,10.759381,581,16.96,15.9,11.69,3.6856e-09,0.15058236999999,28,24,0,1.565345669,1.60026368831639,3.82066968386304
school,4,10.72852663,11.144672,582,11.69,16.96,11.35,3.5923e-09,0.416145369999986,29,24,1,0.824339779,0.815117333970444,3.2537125138959
room,4,11.11381763,11.405911,583,11.35,11.69,16.19,3.8072e-09,0.292093369999975,30,24,1,0,0,0
and,4,11.74621363,11.98543,584,16.19,11.35,12.2,4.0575e-09,0.23921636999998,31,24,0,3.148749339,2.80650477600044,8.73488039049432
though,4,11.95457563,12.094734,585,12.2,16.19,14.99,3.7827e-09,0.140158369999988,32,24,0,3.817725863,4.37925430604217,2.40549928625372
this,4,12.06387963,12.315843,586,14.99,12.2,14.56,3.9617e-09,0.251963369999972,33,24,0,1.470929829,1.506790377238,3.66499097568916
was,4,12.28498863,12.471489,587,14.56,14.99,14.77,3.5112e-09,0.18650036999999,34,24,0,6.938079361,5.84467519447875,1.89520858751409
not,4,12.44063463,12.67548,588,14.77,14.56,16.18,3.9862e-09,0.234845369999993,35,24,0,2.701883572,2.85091663061377,4.13933288442662
a,4,12.64462563,12.782782,589,16.18,14.77,13.28,3.7076e-09,0.138156369999969,36,24,0,4.126598737,4.09023740078984,3.83768216988784
very,4,12.75192763,13.273666,590,13.28,16.18,13.35,3.6987e-09,0.521738369999991,37,24,1,2.259239975,2.17912082071737,4.61553302460609
good,4,13.24281163,13.504104,591,13.35,13.28,10.93,4.5173e-09,0.261292369999984,38,24,1,3.237331874,3.70898344594426,4.39017984933482
opportunity,4,13.47324963,14.267408,592,10.93,13.35,15.42,3.7181e-09,0.794158369999989,39,24,1,0.705457938,0.964823718894896,4.09525581651806
for,4,14.23655363,14.447,593,15.42,10.93,10.12,4.3501e-09,0.210446369999975,40,24,0,2.119439953,1.98133779825718,2.22013593755104
showing,4,14.41614563,14.887853,594,10.12,15.42,12.65,4.0778e-09,0.471707369999978,41,24,1,4.029100148,4.53888085940456,3.51167067648384
off,4,14.85699863,15.057612,595,12.65,10.12,13.3,4.4789e-09,0.200613369999978,42,24,0,3.975451009,5.41558729007082,6.70992159305527
her,4,15.11056663,15.225231,596,13.3,12.65,11.34,3.6848e-09,0.11466436999998,43,24,0,3.416470169,5.83039717230062,7.55697660270297
knowledge,4,15.19437663,15.787952,597,11.34,13.3,14.79,3.7105e-09,0.593575369999989,44,24,1,0.67951368,0.549328991822195,3.84778060458896
as,4,15.75709763,15.967544,598,14.79,11.34,14.09,3.9022e-09,0.210446369999975,45,24,0,2.822781823,2.03259520830839,2.14793509780381
there,4,15.93668963,16.12319,599,14.09,14.79,14.56,4.1082e-09,0.186500369999994,46,24,0,7.466133051,8.02776955292524,4.75432497337189
was,4,16.09233563,16.302782,600,14.56,14.09,13.96,3.6708e-09,0.210446369999978,47,24,0,0.503943136,2.42398945770426,1.8978115001868
no,4,16.27192763,16.470401,601,13.96,14.56,14.17,3.662e-09,0.198473369999981,48,24,0,0.912174879,2.12284296594594,4.40479096332484
one,4,16.43954663,16.614075,602,14.17,13.96,16.35,3.8405e-09,0.174528369999987,49,24,0,1.504428152,1.25264931380453,4.13293521774753
to,4,16.58322063,16.803322,603,16.35,14.17,10.43,3.529e-09,0.220101369999981,50,24,0,5.33318946,5.17705733986639,3.12649860218985
listen,4,16.77246763,17.116932,604,10.43,16.35,16.35,4.1732e-09,0.34446436999999,51,24,1,0.66195729,0.834380082448414,2.41090597718212
to,4,17.08607763,17.320621,605,16.35,10.43,13.3,3.8144e-09,0.23454336999999,52,24,0,5.197854109,4.46160503033831,4.48108008063727
her,4,17.28976663,17.595843,606,13.3,16.35,12.8,4.0014e-09,0.306076369999975,53,24,0,3.171368348,2.96185334164234,1.56725210874574
still,4,18.00798163,18.345075,607,12.8,13.3,15.37,3.3124e-09,0.33709336999998,1,25,0,3.049805711,4.11213837877647,3.26712152957702
it,4,18.31422063,18.457884,608,15.37,12.8,14.56,3.9537e-09,0.143663369999977,2,25,0,5.33641173,4.00879743107683,2.41637267442928
was,4,18.42702963,18.649449,609,14.56,15.37,13.35,3.7067e-09,0.222419369999976,3,25,0,1.450426889,1.80564385486762,1.6014844210411
